HD6268 (Flux) (Lin          npts=38100
      2.445086E+03        9.611296E-02
      2.445106E+03        9.616583E-02
      2.445126E+03        9.623986E-02
      2.445146E+03        9.629969E-02
      2.445165E+03        9.631438E-02
      2.445185E+03        9.631136E-02
      2.445205E+03        9.632926E-02
      2.445225E+03         9.63212E-02
      2.445245E+03        9.625061E-02
      2.445264E+03         9.61519E-02
      2.445284E+03        9.604337E-02
      2.445304E+03         9.59167E-02
      2.445324E+03        9.578079E-02
      2.445344E+03        9.565889E-02
      2.445363E+03        9.554088E-02
      2.445383E+03         9.54273E-02
      2.445403E+03        9.533705E-02
      2.445423E+03        9.527355E-02
      2.445443E+03        9.524733E-02
      2.445463E+03        9.523564E-02
      2.445482E+03        9.520326E-02
      2.445502E+03        9.516505E-02
      2.445522E+03        9.515633E-02
      2.445542E+03        9.517912E-02
      2.445562E+03        9.522088E-02
      2.445581E+03        9.527102E-02
      2.445601E+03        9.530672E-02
      2.445621E+03        9.532118E-02
      2.445641E+03        9.535441E-02
      2.445661E+03        9.541443E-02
      2.44568E+03        9.544896E-02
      2.4457E+03        9.543745E-02
      2.44572E+03         9.53974E-02
      2.44574E+03        9.534667E-02
      2.44576E+03        9.528726E-02
      2.44578E+03        9.523016E-02
      2.445799E+03        9.520074E-02
      2.445819E+03        9.519961E-02
      2.445839E+03        9.522395E-02
      2.445859E+03        9.525678E-02
      2.445879E+03        9.525417E-02
      2.445898E+03        9.521624E-02
      2.445918E+03         9.51793E-02
      2.445938E+03        9.516585E-02
      2.445958E+03        9.514666E-02
      2.445978E+03        9.510772E-02
      2.445998E+03        9.505721E-02
      2.446017E+03        9.498301E-02
      2.446037E+03        9.490235E-02
      2.446057E+03        9.484093E-02
      2.446077E+03        9.479687E-02
      2.446097E+03        9.475411E-02
      2.446116E+03        9.471682E-02
      2.446136E+03        9.469756E-02
      2.446156E+03        9.467832E-02
      2.446176E+03         9.46469E-02
      2.446196E+03        9.460904E-02
      2.446215E+03         9.45737E-02
      2.446235E+03        9.454158E-02
      2.446255E+03        9.449389E-02
      2.446275E+03        9.444488E-02
      2.446295E+03        9.439708E-02
      2.446315E+03        9.434256E-02
      2.446334E+03        9.428047E-02
      2.446354E+03        9.419372E-02
      2.446374E+03         9.40895E-02
      2.446394E+03        9.397443E-02
      2.446414E+03        9.385022E-02
      2.446433E+03        9.374632E-02
      2.446453E+03        9.366118E-02
      2.446473E+03        9.355107E-02
      2.446493E+03         9.34431E-02
      2.446513E+03        9.337395E-02
      2.446533E+03        9.333119E-02
      2.446552E+03        9.332386E-02
      2.446572E+03        9.336865E-02
      2.446592E+03        9.343346E-02
      2.446612E+03        9.346269E-02
      2.446632E+03        9.347814E-02
      2.446651E+03        9.353575E-02
      2.446671E+03        9.360411E-02
      2.446691E+03        9.365444E-02
      2.446711E+03        9.368796E-02
      2.446731E+03        9.368296E-02
      2.44675E+03        9.366625E-02
      2.44677E+03        9.368103E-02
      2.44679E+03        9.372811E-02
      2.44681E+03        9.376418E-02
      2.44683E+03        9.379393E-02
      2.446849E+03        9.376756E-02
      2.446869E+03        9.366655E-02
      2.446889E+03        9.357236E-02
      2.446909E+03        9.350725E-02
      2.446928E+03        9.341956E-02
      2.446948E+03        9.331062E-02
      2.446968E+03        9.323188E-02
      2.446988E+03        9.319939E-02
      2.447008E+03        9.318693E-02
      2.447027E+03         9.31935E-02
      2.447047E+03        9.320083E-02
      2.447067E+03        9.318368E-02
      2.447087E+03        9.317392E-02
      2.447107E+03        9.316824E-02
      2.447126E+03        9.310714E-02
      2.447146E+03        9.300011E-02
      2.447166E+03          9.2884E-02
      2.447186E+03        9.277153E-02
      2.447206E+03        9.265664E-02
      2.447225E+03        9.253781E-02
      2.447245E+03        9.243809E-02
      2.447265E+03        9.236201E-02
      2.447285E+03        9.231069E-02
      2.447305E+03        9.228624E-02
      2.447324E+03        9.228677E-02
      2.447344E+03        9.232537E-02
      2.447364E+03        9.242073E-02
      2.447384E+03        9.255937E-02
      2.447404E+03        9.269539E-02
      2.447423E+03         9.27973E-02
      2.447443E+03        9.288437E-02
      2.447463E+03        9.297299E-02
      2.447483E+03        9.305628E-02
      2.447503E+03        9.312774E-02
      2.447522E+03        9.318472E-02
      2.447542E+03        9.321838E-02
      2.447562E+03        9.326202E-02
      2.447582E+03        9.334994E-02
      2.447602E+03        9.342512E-02
      2.447622E+03        9.345452E-02
      2.447641E+03        9.346804E-02
      2.447661E+03         9.34636E-02
      2.447681E+03        9.342267E-02
      2.447701E+03         9.33711E-02
      2.447721E+03         9.33117E-02
      2.44774E+03        9.323731E-02
      2.44776E+03        9.317654E-02
      2.44778E+03         9.31452E-02
      2.4478E+03        9.312504E-02
      2.44782E+03        9.310544E-02
      2.44784E+03        9.309626E-02
      2.447859E+03        9.309252E-02
      2.447879E+03        9.310712E-02
      2.447899E+03        9.315001E-02
      2.447919E+03        9.320557E-02
      2.447939E+03        9.326975E-02
      2.447959E+03        9.333011E-02
      2.447978E+03        9.333701E-02
      2.447998E+03        9.328421E-02
      2.448018E+03        9.321125E-02
      2.448038E+03        9.311873E-02
      2.448058E+03        9.300436E-02
      2.448078E+03        9.289781E-02
      2.448097E+03        9.282577E-02
      2.448117E+03        9.277906E-02
      2.448137E+03        9.271394E-02
      2.448157E+03        9.263616E-02
      2.448177E+03         9.25713E-02
      2.448197E+03        9.250035E-02
      2.448216E+03        9.241899E-02
      2.448236E+03        9.234388E-02
      2.448256E+03        9.228211E-02
      2.448276E+03        9.222539E-02
      2.448296E+03        9.214543E-02
      2.448316E+03        9.205523E-02
      2.448336E+03        9.200089E-02
      2.448355E+03        9.196066E-02
      2.448375E+03        9.190467E-02
      2.448395E+03        9.184534E-02
      2.448415E+03        9.178953E-02
      2.448435E+03        9.172688E-02
      2.448455E+03        9.166776E-02
      2.448475E+03        9.162491E-02
      2.448494E+03        9.162326E-02
      2.448514E+03         9.16691E-02
      2.448534E+03        9.173228E-02
      2.448554E+03        9.181965E-02
      2.448574E+03        9.192422E-02
      2.448594E+03        9.200021E-02
      2.448614E+03        9.203352E-02
      2.448633E+03        9.206999E-02
      2.448653E+03        9.210145E-02
      2.448673E+03        9.210741E-02
      2.448693E+03        9.211043E-02
      2.448713E+03        9.210957E-02
      2.448733E+03        9.210267E-02
      2.448753E+03        9.207846E-02
      2.448772E+03        9.204304E-02
      2.448792E+03        9.202811E-02
      2.448812E+03         9.20495E-02
      2.448832E+03        9.207853E-02
      2.448852E+03        9.205644E-02
      2.448872E+03        9.198805E-02
      2.448892E+03        9.193547E-02
      2.448912E+03         9.19213E-02
      2.448931E+03        9.190764E-02
      2.448951E+03        9.185463E-02
      2.448971E+03         9.17998E-02
      2.448991E+03        9.177186E-02
      2.449011E+03        9.173851E-02
      2.449031E+03        9.168511E-02
      2.449051E+03        9.163047E-02
      2.449071E+03        9.157992E-02
      2.44909E+03        9.152299E-02
      2.44911E+03        9.144924E-02
      2.44913E+03         9.13644E-02
      2.44915E+03        9.127826E-02
      2.44917E+03         9.11943E-02
      2.44919E+03        9.112527E-02
      2.44921E+03        9.105917E-02
      2.44923E+03         9.10075E-02
      2.44925E+03        9.097727E-02
      2.449269E+03        9.092512E-02
      2.449289E+03        9.083614E-02
      2.449309E+03        9.073509E-02
      2.449329E+03        9.063435E-02
      2.449349E+03        9.052625E-02
      2.449369E+03        9.041081E-02
      2.449389E+03        9.031592E-02
      2.449409E+03        9.026041E-02
      2.449429E+03        9.022828E-02
      2.449448E+03        9.018971E-02
      2.449468E+03        9.016145E-02
      2.449488E+03        9.016253E-02
      2.449508E+03        9.015487E-02
      2.449528E+03        9.014545E-02
      2.449548E+03        9.019241E-02
      2.449568E+03        9.029368E-02
      2.449588E+03        9.041847E-02
      2.449608E+03        9.055825E-02
      2.449628E+03        9.067346E-02
      2.449647E+03        9.073218E-02
      2.449667E+03        9.074664E-02
      2.449687E+03        9.074678E-02
      2.449707E+03        9.075281E-02
      2.449727E+03         9.07426E-02
      2.449747E+03        9.070915E-02
      2.449767E+03        9.070741E-02
      2.449787E+03        9.075944E-02
      2.449807E+03        9.081318E-02
      2.449827E+03        9.085633E-02
      2.449847E+03        9.091574E-02
      2.449866E+03        9.098007E-02
      2.449886E+03        9.103492E-02
      2.449906E+03        9.107259E-02
      2.449926E+03        9.107845E-02
      2.449946E+03        9.106994E-02
      2.449966E+03        9.107311E-02
      2.449986E+03        9.105422E-02
      2.450006E+03        9.099723E-02
      2.450026E+03         9.09316E-02
      2.450046E+03        9.086558E-02
      2.450066E+03        9.079135E-02
      2.450086E+03        9.070708E-02
      2.450105E+03         9.06075E-02
      2.450125E+03        9.052464E-02
      2.450145E+03        9.045281E-02
      2.450165E+03        9.037149E-02
      2.450185E+03        9.030444E-02
      2.450205E+03         9.02182E-02
      2.450225E+03        9.013624E-02
      2.450245E+03        9.008406E-02
      2.450265E+03        9.004596E-02
      2.450285E+03        9.004152E-02
      2.450305E+03        9.004333E-02
      2.450325E+03        9.001435E-02
      2.450345E+03        8.997372E-02
      2.450365E+03        8.994899E-02
      2.450385E+03        8.993748E-02
      2.450404E+03        8.992533E-02
      2.450424E+03        8.991504E-02
      2.450444E+03        8.992144E-02
      2.450464E+03         8.99598E-02
      2.450484E+03        9.005203E-02
      2.450504E+03        9.018913E-02
      2.450524E+03         9.03474E-02
      2.450544E+03        9.050253E-02
      2.450564E+03        9.061911E-02
      2.450584E+03        9.069282E-02
      2.450604E+03        9.072456E-02
      2.450624E+03        9.072559E-02
      2.450644E+03        9.071136E-02
      2.450664E+03         9.06958E-02
      2.450684E+03        9.068085E-02
      2.450704E+03        9.067374E-02
      2.450724E+03        9.066659E-02
      2.450743E+03        9.065232E-02
      2.450763E+03        9.067218E-02
      2.450783E+03         9.07086E-02
      2.450803E+03        9.070928E-02
      2.450823E+03        9.066971E-02
      2.450843E+03        9.062262E-02
      2.450863E+03         9.05887E-02
      2.450883E+03        9.058056E-02
      2.450903E+03        9.055696E-02
      2.450923E+03        9.046153E-02
      2.450943E+03        9.035372E-02
      2.450963E+03        9.028891E-02
      2.450983E+03        9.024943E-02
      2.451003E+03        9.020832E-02
      2.451023E+03        9.016403E-02
      2.451043E+03        9.013668E-02
      2.451063E+03        9.013314E-02
      2.451083E+03        9.012223E-02
      2.451103E+03        9.008255E-02
      2.451123E+03         9.00482E-02
      2.451143E+03        9.003856E-02
      2.451163E+03        9.003462E-02
      2.451183E+03        9.002079E-02
      2.451203E+03        9.003703E-02
      2.451223E+03        9.011074E-02
      2.451242E+03        9.020317E-02
      2.451262E+03        9.027292E-02
      2.451282E+03        9.033622E-02
      2.451302E+03        9.042218E-02
      2.451322E+03        9.051595E-02
      2.451342E+03        9.059735E-02
      2.451362E+03        9.065178E-02
      2.451382E+03        9.065463E-02
      2.451402E+03        9.059948E-02
      2.451422E+03        9.049746E-02
      2.451442E+03         9.03771E-02
      2.451462E+03        9.026857E-02
      2.451482E+03        9.017484E-02
      2.451502E+03        9.009914E-02
      2.451522E+03        9.002806E-02
      2.451542E+03        8.994293E-02
      2.451562E+03        8.985361E-02
      2.451582E+03        8.979658E-02
      2.451602E+03        8.977933E-02
      2.451622E+03        8.977349E-02
      2.451642E+03        8.977314E-02
      2.451662E+03        8.981893E-02
      2.451682E+03        8.992251E-02
      2.451702E+03        9.004142E-02
      2.451722E+03        9.015536E-02
      2.451742E+03        9.025589E-02
      2.451762E+03         9.03369E-02
      2.451782E+03        9.040761E-02
      2.451802E+03        9.047228E-02
      2.451822E+03        9.050732E-02
      2.451842E+03        9.052013E-02
      2.451862E+03         9.05388E-02
      2.451882E+03         9.05581E-02
      2.451902E+03        9.057776E-02
      2.451922E+03        9.058273E-02
      2.451942E+03        9.056722E-02
      2.451962E+03        9.052902E-02
      2.451982E+03        9.045332E-02
      2.452002E+03        9.037908E-02
      2.452022E+03        9.033149E-02
      2.452042E+03         9.02788E-02
      2.452062E+03        9.021705E-02
      2.452082E+03          9.0163E-02
      2.452102E+03        9.009525E-02
      2.452122E+03        8.998493E-02
      2.452142E+03        8.986654E-02
      2.452162E+03        8.977241E-02
      2.452182E+03        8.968131E-02
      2.452202E+03        8.957652E-02
      2.452222E+03        8.946244E-02
      2.452242E+03        8.935883E-02
      2.452262E+03        8.928363E-02
      2.452282E+03        8.924868E-02
      2.452302E+03        8.925789E-02
      2.452322E+03        8.930022E-02
      2.452342E+03        8.935906E-02
      2.452362E+03        8.941397E-02
      2.452382E+03        8.945706E-02
      2.452402E+03        8.950803E-02
      2.452422E+03        8.957461E-02
      2.452442E+03        8.964106E-02
      2.452462E+03        8.967773E-02
      2.452482E+03        8.966766E-02
      2.452502E+03        8.964308E-02
      2.452522E+03        8.961942E-02
      2.452542E+03        8.955614E-02
      2.452562E+03        8.944198E-02
      2.452582E+03        8.931893E-02
      2.452602E+03        8.923521E-02
      2.452622E+03        8.918379E-02
      2.452642E+03        8.911646E-02
      2.452662E+03        8.907716E-02
      2.452682E+03        8.905984E-02
      2.452702E+03        8.901045E-02
      2.452722E+03        8.897806E-02
      2.452742E+03        8.896027E-02
      2.452763E+03        8.890996E-02
      2.452783E+03        8.883891E-02
      2.452803E+03        8.879653E-02
      2.452823E+03        8.876698E-02
      2.452843E+03        8.877929E-02
      2.452863E+03        8.884752E-02
      2.452883E+03         8.89104E-02
      2.452903E+03         8.89653E-02
      2.452923E+03        8.905859E-02
      2.452943E+03        8.919249E-02
      2.452963E+03        8.932118E-02
      2.452983E+03        8.940982E-02
      2.453003E+03        8.947232E-02
      2.453023E+03        8.951382E-02
      2.453043E+03        8.955769E-02
      2.453064E+03        8.961556E-02
      2.453084E+03        8.965777E-02
      2.453104E+03        8.969688E-02
      2.453124E+03        8.977638E-02
      2.453144E+03         8.98649E-02
      2.453164E+03        8.994193E-02
      2.453184E+03         9.00404E-02
      2.453204E+03        9.017495E-02
      2.453224E+03        9.034218E-02
      2.453244E+03        9.051497E-02
      2.453264E+03        9.065954E-02
      2.453284E+03        9.077938E-02
      2.453304E+03        9.091277E-02
      2.453324E+03        9.105985E-02
      2.453344E+03        9.119368E-02
      2.453365E+03        9.128709E-02
      2.453385E+03        9.133465E-02
      2.453405E+03        9.137618E-02
      2.453425E+03        9.141927E-02
      2.453445E+03        9.143955E-02
      2.453465E+03         9.14449E-02
      2.453485E+03        9.144294E-02
      2.453505E+03        9.141422E-02
      2.453525E+03        9.135909E-02
      2.453545E+03        9.127171E-02
      2.453565E+03        9.114522E-02
      2.453585E+03        9.101015E-02
      2.453605E+03        9.090163E-02
      2.453625E+03        9.082318E-02
      2.453645E+03         9.07493E-02
      2.453665E+03        9.069395E-02
      2.453686E+03        9.069039E-02
      2.453706E+03        9.072085E-02
      2.453726E+03        9.076893E-02
      2.453746E+03        9.083912E-02
      2.453766E+03        9.092047E-02
      2.453786E+03        9.101505E-02
      2.453806E+03        9.111571E-02
      2.453826E+03        9.119471E-02
      2.453846E+03        9.125521E-02
      2.453866E+03        9.132548E-02
      2.453886E+03        9.140005E-02
      2.453906E+03        9.146844E-02
      2.453926E+03        9.152516E-02
      2.453946E+03        9.156403E-02
      2.453966E+03         9.16093E-02
      2.453986E+03        9.166316E-02
      2.454007E+03         9.17209E-02
      2.454027E+03        9.179283E-02
      2.454047E+03        9.188766E-02
      2.454067E+03        9.199666E-02
      2.454087E+03        9.209557E-02
      2.454107E+03        9.218227E-02
      2.454127E+03        9.224732E-02
      2.454147E+03        9.227122E-02
      2.454167E+03        9.227174E-02
      2.454187E+03        9.228379E-02
      2.454207E+03         9.23022E-02
      2.454227E+03          9.2292E-02
      2.454247E+03        9.225911E-02
      2.454267E+03        9.224041E-02
      2.454287E+03        9.223911E-02
      2.454307E+03        9.225144E-02
      2.454327E+03        9.226581E-02
      2.454348E+03        9.228349E-02
      2.454368E+03        9.231855E-02
      2.454388E+03        9.237776E-02
      2.454408E+03        9.244713E-02
      2.454428E+03        9.249176E-02
      2.454448E+03        9.253881E-02
      2.454468E+03         9.26029E-02
      2.454488E+03        9.268568E-02
      2.454508E+03        9.279162E-02
      2.454528E+03        9.287905E-02
      2.454548E+03        9.293684E-02
      2.454568E+03        9.296927E-02
      2.454588E+03        9.297527E-02
      2.454608E+03        9.297515E-02
      2.454628E+03        9.296271E-02
      2.454648E+03        9.291466E-02
      2.454668E+03        9.286009E-02
      2.454689E+03        9.281313E-02
      2.454709E+03         9.27518E-02
      2.454729E+03        9.268676E-02
      2.454749E+03        9.263467E-02
      2.454769E+03        9.260001E-02
      2.454789E+03        9.257273E-02
      2.454809E+03        9.253483E-02
      2.454829E+03        9.246759E-02
      2.454849E+03         9.23796E-02
      2.454869E+03        9.231296E-02
      2.454889E+03        9.228299E-02
      2.454909E+03        9.228714E-02
      2.454929E+03        9.229023E-02
      2.454949E+03        9.225661E-02
      2.454969E+03        9.223064E-02
      2.454989E+03        9.225598E-02
      2.455009E+03        9.230853E-02
      2.45503E+03        9.236611E-02
      2.45505E+03        9.244073E-02
      2.45507E+03        9.254493E-02
      2.45509E+03        9.266798E-02
      2.45511E+03        9.278832E-02
      2.45513E+03        9.293061E-02
      2.45515E+03        9.311376E-02
      2.45517E+03        9.332047E-02
      2.45519E+03        9.353176E-02
      2.45521E+03        9.372586E-02
      2.45523E+03         9.38911E-02
      2.45525E+03         9.40294E-02
      2.45527E+03        9.417963E-02
      2.45529E+03        9.436446E-02
      2.45531E+03        9.454399E-02
      2.45533E+03        9.469856E-02
      2.45535E+03        9.483451E-02
      2.45537E+03        9.495462E-02
      2.455391E+03        9.505949E-02
      2.455411E+03        9.514524E-02
      2.455431E+03        9.522131E-02
      2.455451E+03        9.528793E-02
      2.455471E+03        9.534627E-02
      2.455491E+03        9.538814E-02
      2.455511E+03        9.540662E-02
      2.455531E+03        9.541599E-02
      2.455551E+03        9.538498E-02
      2.455571E+03        9.528764E-02
      2.455591E+03        9.515762E-02
      2.455611E+03        9.502427E-02
      2.455631E+03        9.489888E-02
      2.455651E+03        9.480118E-02
      2.455671E+03        9.475053E-02
      2.455691E+03        9.474173E-02
      2.455711E+03        9.474782E-02
      2.455731E+03        9.474428E-02
      2.455752E+03        9.475905E-02
      2.455772E+03        9.481903E-02
      2.455792E+03        9.489973E-02
      2.455812E+03        9.496608E-02
      2.455832E+03        9.502035E-02
      2.455852E+03        9.506741E-02
      2.455872E+03        9.509164E-02
      2.455892E+03         9.51109E-02
      2.455912E+03        9.514936E-02
      2.455932E+03        9.521238E-02
      2.455952E+03        9.528853E-02
      2.455972E+03        9.535555E-02
      2.455992E+03        9.541647E-02
      2.456012E+03         9.55063E-02
      2.456032E+03        9.562265E-02
      2.456052E+03        9.574623E-02
      2.456072E+03        9.587985E-02
      2.456092E+03        9.602269E-02
      2.456112E+03        9.615571E-02
      2.456133E+03        9.630381E-02
      2.456153E+03        9.648061E-02
      2.456173E+03        9.666641E-02
      2.456193E+03        9.687378E-02
      2.456213E+03        9.708555E-02
      2.456233E+03        9.728583E-02
      2.456253E+03         9.74494E-02
      2.456273E+03        9.756594E-02
      2.456293E+03        9.766318E-02
      2.456313E+03         9.77565E-02
      2.456333E+03        9.785049E-02
      2.456353E+03        9.791752E-02
      2.456373E+03        9.796645E-02
      2.456393E+03        9.805571E-02
      2.456413E+03        9.817362E-02
      2.456433E+03        9.828206E-02
      2.456453E+03        9.837042E-02
      2.456473E+03        9.842672E-02
      2.456493E+03        9.845822E-02
      2.456514E+03        9.845438E-02
      2.456534E+03          9.8404E-02
      2.456554E+03        9.832642E-02
      2.456574E+03        9.824669E-02
      2.456594E+03        9.816548E-02
      2.456614E+03         9.80863E-02
      2.456634E+03        9.802651E-02
      2.456654E+03        9.798058E-02
      2.456674E+03        9.795692E-02
      2.456694E+03        9.793515E-02
      2.456714E+03        9.787874E-02
      2.456734E+03        9.779091E-02
      2.456754E+03        9.769583E-02
      2.456774E+03        9.759944E-02
      2.456794E+03        9.747777E-02
      2.456814E+03        9.735239E-02
      2.456834E+03         9.72491E-02
      2.456854E+03        9.717325E-02
      2.456874E+03        9.713594E-02
      2.456894E+03        9.710977E-02
      2.456915E+03        9.706866E-02
      2.456935E+03        9.702909E-02
      2.456955E+03        9.701038E-02
      2.456975E+03        9.699609E-02
      2.456995E+03        9.696112E-02
      2.457015E+03        9.689355E-02
      2.457035E+03        9.679368E-02
      2.457055E+03        9.668321E-02
      2.457075E+03        9.657567E-02
      2.457095E+03        9.645297E-02
      2.457115E+03        9.631556E-02
      2.457135E+03        9.618738E-02
      2.457155E+03        9.607353E-02
      2.457175E+03        9.596674E-02
      2.457195E+03        9.587667E-02
      2.457215E+03        9.581241E-02
      2.457235E+03        9.575306E-02
      2.457255E+03        9.567971E-02
      2.457275E+03        9.561411E-02
      2.457295E+03        9.558002E-02
      2.457316E+03        9.554785E-02
      2.457336E+03        9.548556E-02
      2.457356E+03          9.5407E-02
      2.457376E+03        9.534337E-02
      2.457396E+03        9.531416E-02
      2.457416E+03        9.534768E-02
      2.457436E+03        9.544883E-02
      2.457456E+03        9.558878E-02
      2.457476E+03        9.573582E-02
      2.457496E+03        9.587056E-02
      2.457516E+03         9.60101E-02
      2.457536E+03        9.615887E-02
      2.457556E+03        9.630167E-02
      2.457576E+03        9.644731E-02
      2.457596E+03        9.660047E-02
      2.457616E+03        9.672852E-02
      2.457636E+03        9.682309E-02
      2.457656E+03        9.690923E-02
      2.457676E+03        9.700029E-02
      2.457696E+03        9.707333E-02
      2.457717E+03        9.711823E-02
      2.457737E+03        9.716804E-02
      2.457757E+03        9.724928E-02
      2.457777E+03        9.736504E-02
      2.457797E+03        9.749273E-02
      2.457817E+03        9.761032E-02
      2.457837E+03        9.769699E-02
      2.457857E+03        9.778643E-02
      2.457877E+03        9.789688E-02
      2.457897E+03        9.798971E-02
      2.457917E+03        9.807356E-02
      2.457937E+03        9.815224E-02
      2.457957E+03        9.823606E-02
      2.457977E+03        9.833651E-02
      2.457997E+03        9.842377E-02
      2.458017E+03        9.851065E-02
      2.458037E+03        9.861884E-02
      2.458057E+03        9.872469E-02
      2.458077E+03        9.880125E-02
      2.458097E+03        9.885144E-02
      2.458117E+03        9.888257E-02
      2.458137E+03        9.890546E-02
      2.458158E+03         9.89345E-02
      2.458178E+03        9.895803E-02
      2.458198E+03        9.898846E-02
      2.458218E+03        9.904153E-02
      2.458238E+03        9.909543E-02
      2.458258E+03        9.913825E-02
      2.458278E+03        9.915419E-02
      2.458298E+03        9.911787E-02
      2.458318E+03        9.905378E-02
      2.458338E+03        9.899027E-02
      2.458358E+03        9.893831E-02
      2.458378E+03        9.890862E-02
      2.458398E+03        9.890785E-02
      2.458418E+03        9.892435E-02
      2.458438E+03        9.892472E-02
      2.458458E+03        9.890538E-02
      2.458478E+03        9.889329E-02
      2.458498E+03        9.891602E-02
      2.458518E+03         9.89514E-02
      2.458538E+03        9.896045E-02
      2.458558E+03        9.895987E-02
      2.458578E+03        9.900286E-02
      2.458599E+03        9.909436E-02
      2.458619E+03        9.919727E-02
      2.458639E+03        9.928049E-02
      2.458659E+03        9.932922E-02
      2.458679E+03        9.936821E-02
      2.458699E+03         9.93975E-02
      2.458719E+03        9.942678E-02
      2.458739E+03        9.946805E-02
      2.458759E+03         9.94854E-02
      2.458779E+03        9.948579E-02
      2.458799E+03        9.948783E-02
      2.458819E+03        9.947025E-02
      2.458839E+03        9.942551E-02
      2.458859E+03        9.937934E-02
      2.458879E+03        9.933636E-02
      2.458899E+03        9.927522E-02
      2.458919E+03        9.920483E-02
      2.458939E+03        9.912959E-02
      2.458959E+03        9.904635E-02
      2.458979E+03        9.894189E-02
      2.458999E+03        9.881495E-02
      2.459019E+03        9.870093E-02
      2.45904E+03        9.860588E-02
      2.45906E+03         9.85221E-02
      2.45908E+03        9.842861E-02
      2.4591E+03        9.831752E-02
      2.45912E+03        9.820885E-02
      2.45914E+03        9.809942E-02
      2.45916E+03        9.800272E-02
      2.45918E+03        9.795708E-02
      2.4592E+03        9.796354E-02
      2.45922E+03        9.797268E-02
      2.45924E+03         9.79454E-02
      2.45926E+03        9.787141E-02
      2.45928E+03        9.774473E-02
      2.4593E+03        9.761304E-02
      2.45932E+03        9.749864E-02
      2.45934E+03        9.736535E-02
      2.45936E+03        9.722655E-02
      2.45938E+03        9.710472E-02
      2.4594E+03        9.701043E-02
      2.45942E+03        9.696313E-02
      2.45944E+03        9.695433E-02
      2.45946E+03        9.695776E-02
      2.45948E+03        9.696064E-02
      2.459501E+03        9.695616E-02
      2.459521E+03        9.693565E-02
      2.459541E+03        9.693042E-02
      2.459561E+03        9.696817E-02
      2.459581E+03        9.704774E-02
      2.459601E+03        9.716542E-02
      2.459621E+03        9.728916E-02
      2.459641E+03        9.737846E-02
      2.459661E+03        9.742489E-02
      2.459681E+03        9.743304E-02
      2.459701E+03        9.741541E-02
      2.459721E+03        9.740164E-02
      2.459741E+03        9.739116E-02
      2.459761E+03        9.737022E-02
      2.459781E+03         9.73311E-02
      2.459801E+03        9.729314E-02
      2.459821E+03        9.725941E-02
      2.459841E+03        9.720608E-02
      2.459861E+03        9.715773E-02
      2.459881E+03        9.711442E-02
      2.459901E+03        9.704542E-02
      2.459921E+03        9.695099E-02
      2.459941E+03        9.684449E-02
      2.459962E+03        9.675346E-02
      2.459982E+03        9.669322E-02
      2.460002E+03        9.665654E-02
      2.460022E+03        9.663027E-02
      2.460042E+03        9.659531E-02
      2.460062E+03        9.654972E-02
      2.460082E+03         9.64923E-02
      2.460102E+03        9.641223E-02
      2.460122E+03        9.632462E-02
      2.460142E+03        9.624289E-02
      2.460162E+03        9.614926E-02
      2.460182E+03        9.606169E-02
      2.460202E+03        9.598515E-02
      2.460222E+03        9.589368E-02
      2.460242E+03        9.579899E-02
      2.460262E+03        9.573463E-02
      2.460282E+03        9.570414E-02
      2.460302E+03        9.566951E-02
      2.460322E+03        9.565281E-02
      2.460342E+03         9.56508E-02
      2.460362E+03         9.56112E-02
      2.460382E+03        9.554379E-02
      2.460402E+03        9.547479E-02
      2.460422E+03         9.53807E-02
      2.460442E+03        9.525895E-02
      2.460463E+03        9.517131E-02
      2.460483E+03        9.511329E-02
      2.460503E+03        9.505143E-02
      2.460523E+03         9.49846E-02
      2.460543E+03        9.490653E-02
      2.460563E+03        9.482783E-02
      2.460583E+03        9.475351E-02
      2.460603E+03        9.464908E-02
      2.460623E+03         9.45229E-02
      2.460643E+03        9.440639E-02
      2.460663E+03         9.43077E-02
      2.460683E+03        9.422082E-02
      2.460703E+03        9.411528E-02
      2.460723E+03        9.400197E-02
      2.460743E+03        9.390524E-02
      2.460763E+03        9.381715E-02
      2.460783E+03        9.372704E-02
      2.460803E+03        9.363982E-02
      2.460823E+03        9.356213E-02
      2.460843E+03          9.3508E-02
      2.460863E+03        9.349265E-02
      2.460883E+03        9.350637E-02
      2.460903E+03        9.351619E-02
      2.460923E+03        9.350226E-02
      2.460944E+03        9.345326E-02
      2.460964E+03        9.337491E-02
      2.460984E+03        9.331453E-02
      2.461004E+03        9.328466E-02
      2.461024E+03        9.324921E-02
      2.461044E+03        9.322497E-02
      2.461064E+03        9.320988E-02
      2.461084E+03        9.316169E-02
      2.461104E+03        9.309348E-02
      2.461124E+03        9.303858E-02
      2.461144E+03        9.300597E-02
      2.461164E+03        9.296922E-02
      2.461184E+03        9.291344E-02
      2.461204E+03        9.285485E-02
      2.461224E+03         9.27995E-02
      2.461244E+03         9.27321E-02
      2.461264E+03        9.265842E-02
      2.461284E+03        9.257313E-02
      2.461304E+03        9.245389E-02
      2.461324E+03        9.230414E-02
      2.461344E+03        9.216229E-02
      2.461364E+03        9.205738E-02
      2.461384E+03        9.198695E-02
      2.461404E+03        9.195432E-02
      2.461424E+03        9.194159E-02
      2.461444E+03        9.195027E-02
      2.461465E+03        9.198459E-02
      2.461485E+03        9.199986E-02
