#Raw data of wavelength and flux data for the star: HD6268
        Wavelength          Flux 
      2.479938E+03        3.103771E-14
      2.479959E+03        3.137358E-14
      2.479979E+03         3.11129E-14
      2.479999E+03         2.91652E-14
      2.48002E+03        2.781009E-14
      2.48004E+03        2.855596E-14
      2.48006E+03        2.914179E-14
      2.480081E+03         2.70656E-14
      2.480101E+03         2.51622E-14
      2.480121E+03        2.768101E-14
      2.480142E+03        3.003021E-14
      2.480162E+03        3.044977E-14
      2.480182E+03        3.117701E-14
      2.480203E+03        3.108068E-14
      2.480223E+03         3.06735E-14
      2.480243E+03        3.285213E-14
      2.480264E+03        3.465608E-14
      2.480284E+03        3.008644E-14
      2.480304E+03         2.62405E-14
      2.480325E+03        2.733968E-14
      2.480345E+03        2.706569E-14
      2.480365E+03        2.451773E-14
      2.480386E+03         2.30268E-14
      2.480406E+03        2.258465E-14
      2.480426E+03        2.134547E-14
      2.480447E+03         1.96396E-14
      2.480467E+03        1.820248E-14
      2.480487E+03        1.416696E-14
      2.480507E+03        1.039249E-14
      2.480528E+03        1.079936E-14
      2.480548E+03        1.166557E-14
      2.480568E+03        1.209475E-14
      2.480589E+03        1.337078E-14
      2.480609E+03        1.562039E-14
      2.480629E+03        1.611145E-14
      2.48065E+03        1.413578E-14
      2.48067E+03        1.290686E-14
      2.48069E+03        1.372556E-14
      2.480711E+03        1.374549E-14
      2.480731E+03        9.861824E-15
      2.480751E+03        6.695812E-15
      2.480772E+03        6.968128E-15
      2.480792E+03        7.238159E-15
      2.480812E+03        6.539088E-15
      2.480833E+03        5.907058E-15
      2.480853E+03        6.709773E-15
      2.480873E+03        8.158777E-15
      2.480894E+03        1.066861E-14
      2.480914E+03        1.381616E-14
      2.480934E+03        1.680499E-14
      2.480954E+03         1.73035E-14
      2.480975E+03        1.630376E-14
      2.480995E+03         1.70335E-14
      2.481015E+03        1.860993E-14
      2.481036E+03        1.983955E-14
      2.481056E+03        2.069396E-14
      2.481076E+03        2.082918E-14
      2.481097E+03        1.890337E-14
      2.481117E+03        1.808629E-14
      2.481137E+03        2.138214E-14
      2.481158E+03        2.296525E-14
      2.481178E+03        1.787575E-14
      2.481198E+03         1.40076E-14
      2.481219E+03        1.319227E-14
      2.481239E+03        1.239584E-14
      2.481259E+03        1.358059E-14
      2.48128E+03        1.491401E-14
      2.4813E+03        1.635116E-14
      2.48132E+03        2.005932E-14
      2.48134E+03        2.789986E-14
      2.481361E+03        3.152318E-14
      2.481381E+03        2.596992E-14
      2.481401E+03        2.124664E-14
      2.481422E+03        1.934267E-14
      2.481442E+03        1.926011E-14
      2.481462E+03        2.360913E-14
      2.481483E+03        2.752733E-14
      2.481503E+03        2.839316E-14
      2.481523E+03        2.974951E-14
      2.481544E+03        3.418117E-14
      2.481564E+03        3.839803E-14
      2.481584E+03        4.069144E-14
      2.481605E+03        4.088675E-14
      2.481625E+03        3.682014E-14
      2.481645E+03        3.363427E-14
      2.481666E+03        3.237188E-14
      2.481686E+03        3.148214E-14
      2.481706E+03        3.232403E-14
      2.481726E+03        3.304807E-14
      2.481747E+03        2.866234E-14
      2.481767E+03        2.549336E-14
      2.481787E+03        3.248867E-14
      2.481808E+03        3.790369E-14
      2.481828E+03        3.656759E-14
      2.481848E+03        3.570023E-14
      2.481869E+03        3.466724E-14
      2.481889E+03        3.265409E-14
      2.481909E+03        2.997703E-14
      2.48193E+03        3.020084E-14
      2.48195E+03        3.482564E-14
      2.48197E+03        3.644982E-14
      2.481991E+03         3.31814E-14
      2.482011E+03        3.041756E-14
      2.482031E+03        2.836579E-14
      2.482051E+03        2.706009E-14
      2.482072E+03        2.663118E-14
      2.482092E+03        2.615757E-14
      2.482112E+03        2.618856E-14
      2.482133E+03        2.622956E-14
      2.482153E+03        2.848623E-14
      2.482173E+03        3.111009E-14
      2.482194E+03        3.372016E-14
      2.482214E+03        3.589073E-14
      2.482234E+03        3.242523E-14
      2.482255E+03        2.852306E-14
      2.482275E+03        2.883512E-14
      2.482295E+03        2.987415E-14
      2.482316E+03        3.062267E-14
      2.482336E+03        3.055354E-14
      2.482356E+03         3.10576E-14
      2.482376E+03        3.294117E-14
      2.482397E+03        3.446743E-14
      2.482417E+03        3.458696E-14
      2.482437E+03         3.34182E-14
      2.482458E+03        3.162918E-14
      2.482478E+03        2.789199E-14
      2.482498E+03        2.593836E-14
      2.482519E+03        2.757604E-14
      2.482539E+03        2.848632E-14
      2.482559E+03        2.631623E-14
      2.48258E+03        2.428444E-14
      2.4826E+03        2.504794E-14
      2.48262E+03        2.735775E-14
      2.48264E+03         3.19591E-14
      2.482661E+03        3.419093E-14
      2.482681E+03        3.512998E-14
      2.482701E+03        3.622081E-14
      2.482722E+03         3.27282E-14
      2.482742E+03        3.067202E-14
      2.482762E+03         3.35693E-14
      2.482783E+03        3.539591E-14
      2.482803E+03        3.502399E-14
      2.482823E+03         3.48872E-14
      2.482844E+03        3.387205E-14
      2.482864E+03        3.273569E-14
      2.482884E+03         3.34629E-14
      2.482904E+03        3.439564E-14
      2.482925E+03        3.208503E-14
      2.482945E+03        2.971186E-14
      2.482965E+03         3.06756E-14
      2.482986E+03        3.095319E-14
      2.483006E+03        2.905761E-14
      2.483026E+03        2.772674E-14
      2.483047E+03        2.841277E-14
      2.483067E+03        2.849185E-14
      2.483087E+03        2.414753E-14
      2.483108E+03        1.988538E-14
      2.483128E+03        1.606848E-14
      2.483148E+03        1.371721E-14
      2.483168E+03         1.55694E-14
      2.483189E+03        1.592183E-14
      2.483209E+03        1.609186E-14
      2.483229E+03        1.817302E-14
      2.48325E+03        2.152187E-14
      2.48327E+03         2.36418E-14
      2.48329E+03        2.386477E-14
      2.483311E+03        2.274942E-14
      2.483331E+03        1.953853E-14
      2.483351E+03        1.852778E-14
      2.483372E+03        2.025836E-14
      2.483392E+03        2.086919E-14
      2.483412E+03        2.057789E-14
      2.483432E+03        2.107734E-14
      2.483453E+03        2.149135E-14
      2.483473E+03        2.230571E-14
      2.483493E+03        2.689132E-14
      2.483514E+03        3.098287E-14
      2.483534E+03        3.077058E-14
      2.483554E+03        2.879399E-14
      2.483575E+03        2.454035E-14
      2.483595E+03        2.164473E-14
      2.483615E+03         2.20865E-14
      2.483635E+03        2.152466E-14
      2.483656E+03        1.878835E-14
      2.483676E+03         1.68915E-14
      2.483696E+03        1.551236E-14
      2.483717E+03        1.358286E-14
      2.483737E+03        1.404934E-14
      2.483757E+03        1.581049E-14
      2.483778E+03        1.546324E-14
      2.483798E+03        1.493507E-14
      2.483818E+03        1.711239E-14
      2.483839E+03        1.958208E-14
      2.483859E+03         2.14834E-14
      2.483879E+03        2.262122E-14
      2.483899E+03        2.235189E-14
      2.48392E+03        2.143071E-14
      2.48394E+03        1.933586E-14
      2.48396E+03        1.750819E-14
      2.483981E+03        1.646397E-14
      2.484001E+03        1.639951E-14
      2.484021E+03        1.752692E-14
      2.484042E+03          1.7367E-14
      2.484062E+03        1.504569E-14
      2.484082E+03        1.298534E-14
      2.484102E+03         1.19955E-14
      2.484123E+03        1.124841E-14
      2.484143E+03        9.897545E-15
      2.484163E+03        9.255468E-15
      2.484184E+03        9.617327E-15
      2.484204E+03        9.283938E-15
      2.484224E+03        8.368055E-15
      2.484245E+03        7.007043E-15
      2.484265E+03        5.090736E-15
      2.484285E+03        4.040644E-15
      2.484305E+03        3.946626E-15
      2.484326E+03         3.39234E-15
      2.484346E+03         2.60725E-15
      2.484366E+03          2.5326E-15
      2.484387E+03        4.562581E-15
      2.484407E+03        5.703864E-15
      2.484427E+03        3.901241E-15
      2.484448E+03         3.09006E-15
      2.484468E+03        6.389598E-15
      2.484488E+03        9.187254E-15
      2.484508E+03        9.344624E-15
      2.484529E+03        9.609694E-15
      2.484549E+03          1.0119E-14
      2.484569E+03        1.076178E-14
      2.48459E+03        9.617283E-15
      2.48461E+03        8.225518E-15
      2.48463E+03        1.037497E-14
      2.484651E+03        1.242989E-14
      2.484671E+03        1.339887E-14
      2.484691E+03        1.511264E-14
      2.484711E+03        1.651259E-14
      2.484732E+03        1.670626E-14
      2.484752E+03        1.523199E-14
      2.484772E+03        1.424161E-14
      2.484793E+03         1.56945E-14
      2.484813E+03        1.745579E-14
      2.484833E+03         1.84607E-14
      2.484854E+03        1.906549E-14
      2.484874E+03        1.860525E-14
      2.484894E+03        1.901429E-14
      2.484914E+03        2.115713E-14
      2.484935E+03        2.188614E-14
      2.484955E+03        2.170147E-14
      2.484975E+03        2.236851E-14
      2.484996E+03        2.057806E-14
      2.485016E+03         1.74886E-14
      2.485036E+03        1.307911E-14
      2.485057E+03        9.886331E-15
      2.485077E+03        9.909069E-15
      2.485097E+03        1.000088E-14
      2.485117E+03        1.092089E-14
      2.485138E+03        1.174751E-14
      2.485158E+03        1.061021E-14
      2.485178E+03         8.63632E-15
      2.485199E+03        6.709492E-15
      2.485219E+03         5.41163E-15
      2.485239E+03        4.164663E-15
      2.48526E+03        3.652703E-15
      2.48528E+03        6.424841E-15
      2.4853E+03        8.564912E-15
      2.48532E+03        9.382099E-15
      2.485341E+03        1.072464E-14
      2.485361E+03        1.247805E-14
      2.485381E+03        1.403339E-14
      2.485402E+03        1.497937E-14
      2.485422E+03        1.661122E-14
      2.485442E+03        1.895441E-14
      2.485463E+03        1.970554E-14
      2.485483E+03         1.99577E-14
      2.485503E+03         2.07945E-14
      2.485523E+03        2.120972E-14
      2.485544E+03        2.086195E-14
      2.485564E+03        1.696688E-14
      2.485584E+03        1.494432E-14
      2.485605E+03        2.060323E-14
      2.485625E+03        2.527668E-14
      2.485645E+03        2.607489E-14
      2.485666E+03        2.652327E-14
      2.485686E+03         2.56424E-14
      2.485706E+03        2.626727E-14
      2.485726E+03        3.004767E-14
      2.485747E+03        3.230557E-14
      2.485767E+03        3.203418E-14
      2.485787E+03        3.244018E-14
      2.485808E+03        3.165409E-14
      2.485828E+03        3.098205E-14
      2.485848E+03         3.37766E-14
      2.485868E+03        3.484549E-14
      2.485889E+03        3.181341E-14
      2.485909E+03        3.105992E-14
      2.485929E+03        3.592541E-14
      2.48595E+03        3.850683E-14
      2.48597E+03        3.187007E-14
      2.48599E+03        2.552673E-14
      2.486011E+03        2.219629E-14
      2.486031E+03        1.916398E-14
      2.486051E+03        1.804873E-14
      2.486071E+03        1.737285E-14
      2.486092E+03        1.472681E-14
      2.486112E+03        1.198129E-14
      2.486132E+03        1.086562E-14
      2.486153E+03        9.924482E-15
      2.486173E+03         1.35636E-14
      2.486193E+03        1.812912E-14
      2.486213E+03        1.958601E-14
      2.486234E+03        1.997771E-14
      2.486254E+03        2.050776E-14
      2.486274E+03        2.197466E-14
      2.486295E+03        2.266663E-14
      2.486315E+03        2.265667E-14
      2.486335E+03        2.231225E-14
      2.486356E+03        2.199838E-14
      2.486376E+03         2.10966E-14
      2.486396E+03        2.003349E-14
      2.486416E+03         2.14773E-14
      2.486437E+03        2.374765E-14
      2.486457E+03        2.651345E-14
      2.486477E+03        2.822235E-14
      2.486498E+03        2.857913E-14
      2.486518E+03        3.088422E-14
      2.486538E+03        3.521211E-14
      2.486558E+03        3.736938E-14
      2.486579E+03        3.550391E-14
      2.486599E+03        3.447596E-14
      2.486619E+03        3.534509E-14
      2.48664E+03         3.62459E-14
      2.48666E+03        3.847878E-14
      2.48668E+03        4.036267E-14
      2.486701E+03        3.815627E-14
      2.486721E+03        3.643533E-14
      2.486741E+03        3.865339E-14
      2.486761E+03        4.006796E-14
      2.486782E+03        3.812028E-14
      2.486802E+03        3.590705E-14
      2.486822E+03        3.568191E-14
      2.486843E+03        3.528552E-14
      2.486863E+03        3.295571E-14
      2.486883E+03        3.218601E-14
      2.486903E+03        3.379898E-14
      2.486924E+03        3.408973E-14
      2.486944E+03        2.949624E-14
      2.486964E+03        2.505916E-14
      2.486985E+03        2.382014E-14
      2.487005E+03        2.229472E-14
      2.487025E+03         1.95166E-14
      2.487045E+03        1.761739E-14
      2.487066E+03        1.674037E-14
      2.487086E+03        1.714609E-14
      2.487106E+03        2.406942E-14
      2.487127E+03         2.88565E-14
      2.487147E+03        2.490134E-14
      2.487167E+03        2.188913E-14
      2.487188E+03         2.48785E-14
      2.487208E+03        2.770646E-14
      2.487228E+03        2.706664E-14
      2.487248E+03        2.531553E-14
      2.487269E+03        2.313489E-14
      2.487289E+03        2.115629E-14
      2.487309E+03        1.766514E-14
      2.48733E+03        1.577264E-14
      2.48735E+03        1.731017E-14
      2.48737E+03         1.65287E-14
      2.48739E+03         1.23624E-14
      2.487411E+03        9.632487E-15
      2.487431E+03        8.536215E-15
      2.487451E+03         8.13935E-15
      2.487472E+03        1.048652E-14
      2.487492E+03        1.281906E-14
      2.487512E+03        1.652982E-14
      2.487532E+03        2.005982E-14
      2.487553E+03        2.102363E-14
      2.487573E+03        2.213507E-14
      2.487593E+03        2.581772E-14
      2.487614E+03          2.8925E-14
      2.487634E+03        2.750686E-14
      2.487654E+03        2.505656E-14
      2.487675E+03        2.131497E-14
      2.487695E+03        1.849201E-14
      2.487715E+03        1.591252E-14
      2.487735E+03        1.376356E-14
      2.487756E+03        1.466245E-14
      2.487776E+03        1.588863E-14
      2.487796E+03        2.024403E-14
      2.487817E+03         2.44834E-14
      2.487837E+03         2.84402E-14
      2.487857E+03        3.209725E-14
      2.487877E+03        3.234229E-14
      2.487898E+03        3.250024E-14
      2.487918E+03         3.18227E-14
      2.487938E+03        3.035886E-14
      2.487959E+03        2.814981E-14
      2.487979E+03        2.628465E-14
      2.487999E+03        2.705269E-14
      2.488019E+03        2.754677E-14
      2.48804E+03        2.357342E-14
      2.48806E+03        1.946333E-14
      2.48808E+03        1.578352E-14
      2.488101E+03        1.265905E-14
      2.488121E+03        1.214019E-14
      2.488141E+03        1.318292E-14
      2.488161E+03        1.734608E-14
      2.488182E+03         1.98142E-14
      2.488202E+03        2.019614E-14
      2.488222E+03        2.189031E-14
      2.488243E+03        2.453559E-14
      2.488263E+03        2.535587E-14
      2.488283E+03        2.245817E-14
      2.488303E+03        1.977528E-14
      2.488324E+03        1.810403E-14
      2.488344E+03        1.726956E-14
      2.488364E+03        1.741701E-14
      2.488385E+03         1.61807E-14
      2.488405E+03        1.215322E-14
      2.488425E+03        9.176442E-15
      2.488445E+03        9.527647E-15
      2.488466E+03         1.19294E-14
      2.488486E+03        1.765065E-14
      2.488506E+03        2.104795E-14
      2.488527E+03        2.237512E-14
      2.488547E+03        2.463885E-14
      2.488567E+03        2.478391E-14
      2.488587E+03        2.459888E-14
      2.488608E+03        2.598958E-14
      2.488628E+03        2.654887E-14
      2.488648E+03        2.443111E-14
      2.488669E+03        2.295053E-14
      2.488689E+03          2.3153E-14
      2.488709E+03        2.341563E-14
      2.488729E+03        2.452046E-14
      2.48875E+03        2.593131E-14
      2.48877E+03        2.468196E-14
      2.48879E+03        2.220261E-14
      2.488811E+03        2.000909E-14
      2.488831E+03        1.853228E-14
      2.488851E+03        1.849728E-14
      2.488871E+03         1.79423E-14
      2.488892E+03        1.548118E-14
      2.488912E+03        1.407879E-14
      2.488932E+03        1.622836E-14
      2.488953E+03        1.748795E-14
      2.488973E+03        1.558964E-14
      2.488993E+03        1.384458E-14
      2.489013E+03        1.300771E-14
      2.489034E+03        1.199503E-14
      2.489054E+03        9.601776E-15
      2.489074E+03        7.872007E-15
      2.489095E+03        8.584682E-15
      2.489115E+03        8.604483E-15
      2.489135E+03        6.380022E-15
      2.489156E+03        4.577287E-15
      2.489176E+03        3.866148E-15
      2.489196E+03        3.404791E-15
      2.489216E+03        4.272233E-15
      2.489237E+03        4.940681E-15
      2.489257E+03        4.921002E-15
      2.489277E+03        5.259787E-15
      2.489298E+03        6.907508E-15
      2.489318E+03        8.932817E-15
      2.489338E+03        1.057421E-14
      2.489358E+03        1.121228E-14
      2.489379E+03        1.286045E-14
      2.489399E+03        1.571182E-14
      2.489419E+03        1.774939E-14
      2.489439E+03        1.902491E-14
      2.48946E+03        1.904271E-14
      2.48948E+03        1.939288E-14
      2.4895E+03        2.008048E-14
      2.489521E+03        1.988213E-14
      2.489541E+03        1.984151E-14
      2.489561E+03        1.994822E-14
      2.489581E+03         2.10439E-14
      2.489602E+03        2.272156E-14
      2.489622E+03         2.25331E-14
      2.489642E+03        2.262887E-14
      2.489663E+03        2.438113E-14
      2.489683E+03        2.612571E-14
      2.489703E+03        2.963706E-14
      2.489723E+03        3.262419E-14
      2.489744E+03        3.122193E-14
      2.489764E+03        2.883848E-14
      2.489784E+03        2.808294E-14
      2.489805E+03        2.857785E-14
      2.489825E+03        2.835234E-14
      2.489845E+03        2.776866E-14
      2.489865E+03        2.650324E-14
      2.489886E+03         2.55099E-14
      2.489906E+03        2.556714E-14
      2.489926E+03        2.493937E-14
      2.489947E+03        2.392543E-14
      2.489967E+03        2.218611E-14
      2.489987E+03        1.941422E-14
      2.490007E+03        1.849854E-14
      2.490028E+03        2.007232E-14
      2.490048E+03        2.081538E-14
      2.490068E+03         2.00331E-14
      2.490089E+03        1.951068E-14
      2.490109E+03        1.964089E-14
      2.490129E+03        1.910586E-14
      2.490149E+03        1.785942E-14
      2.49017E+03        1.766551E-14
      2.49019E+03        1.989316E-14
      2.49021E+03          2.1468E-14
      2.490231E+03        2.019566E-14
      2.490251E+03        1.947665E-14
      2.490271E+03        2.160034E-14
      2.490291E+03        2.272752E-14
      2.490312E+03        2.155946E-14
      2.490332E+03        2.119187E-14
      2.490352E+03        2.223788E-14
      2.490373E+03        2.319465E-14
      2.490393E+03        2.389608E-14
      2.490413E+03        2.536661E-14
      2.490433E+03        2.529433E-14
      2.490454E+03         2.32239E-14
      2.490474E+03        2.010795E-14
      2.490494E+03        1.788277E-14
      2.490515E+03        1.604557E-14
      2.490535E+03        1.308093E-14
      2.490555E+03        9.123094E-15
      2.490575E+03        7.390789E-15
      2.490596E+03        1.069441E-14
      2.490616E+03        1.312634E-14
      2.490636E+03         1.50717E-14
      2.490657E+03        1.740696E-14
      2.490677E+03        1.630221E-14
      2.490697E+03         1.40516E-14
      2.490717E+03        1.320045E-14
      2.490738E+03        1.289957E-14
      2.490758E+03        1.110416E-14
      2.490778E+03        9.204497E-15
      2.490799E+03        7.850674E-15
      2.490819E+03        6.949159E-15
      2.490839E+03        6.652522E-15
      2.490859E+03        6.326743E-15
      2.49088E+03        6.679428E-15
      2.4909E+03        7.364333E-15
      2.49092E+03        1.023749E-14
      2.49094E+03        1.227683E-14
      2.490961E+03        1.090881E-14
      2.490981E+03        1.056758E-14
      2.491001E+03         1.44421E-14
      2.491022E+03        1.796238E-14
      2.491042E+03        1.793891E-14
      2.491062E+03        1.767086E-14
      2.491082E+03        1.778667E-14
      2.491103E+03        1.832958E-14
      2.491123E+03        2.036465E-14
      2.491143E+03        2.125284E-14
      2.491164E+03        1.981815E-14
      2.491184E+03        1.961247E-14
      2.491204E+03        2.084695E-14
      2.491224E+03        2.249081E-14
      2.491245E+03        2.439784E-14
      2.491265E+03        2.449513E-14
      2.491285E+03        2.398106E-14
      2.491306E+03        2.398639E-14
      2.491326E+03        2.199888E-14
      2.491346E+03        2.051236E-14
      2.491366E+03        2.178743E-14
      2.491387E+03        2.254784E-14
      2.491407E+03        2.112607E-14
      2.491427E+03        2.039195E-14
      2.491448E+03        2.157802E-14
      2.491468E+03        2.128625E-14
      2.491488E+03        1.772178E-14
      2.491508E+03        1.474305E-14
      2.491529E+03        1.323658E-14
      2.491549E+03        1.232248E-14
      2.491569E+03        1.148421E-14
      2.491589E+03        9.995814E-15
      2.49161E+03        7.923723E-15
      2.49163E+03        6.675982E-15
      2.49165E+03        5.855616E-15
      2.491671E+03        4.393374E-15
      2.491691E+03        3.340132E-15
      2.491711E+03        2.736423E-15
      2.491731E+03        2.794675E-15
      2.491752E+03        3.813673E-15
      2.491772E+03        6.525726E-15
      2.491792E+03        7.139539E-15
      2.491813E+03        7.091534E-15
      2.491833E+03        8.883414E-15
      2.491853E+03         9.23159E-15
      2.491873E+03        9.257276E-15
      2.491894E+03        1.035124E-14
      2.491914E+03        1.108716E-14
      2.491934E+03        1.133838E-14
      2.491955E+03        1.122643E-14
      2.491975E+03        9.872967E-15
      2.491995E+03        8.996547E-15
      2.492015E+03         1.02303E-14
      2.492036E+03        1.148406E-14
      2.492056E+03         1.21664E-14
      2.492076E+03        1.246832E-14
      2.492097E+03        1.091188E-14
      2.492117E+03        9.528848E-15
      2.492137E+03         1.03931E-14
      2.492157E+03        1.051794E-14
      2.492178E+03        7.340593E-15
      2.492198E+03        4.981457E-15
      2.492218E+03        5.227643E-15
      2.492238E+03        5.531294E-15
      2.492259E+03        7.104003E-15
      2.492279E+03        9.187498E-15
      2.492299E+03        1.181639E-14
      2.49232E+03        1.368525E-14
      2.49234E+03        1.267714E-14
      2.49236E+03         1.24091E-14
      2.49238E+03         1.47293E-14
      2.492401E+03        1.557914E-14
      2.492421E+03        1.324827E-14
      2.492441E+03        1.274253E-14
      2.492462E+03         1.56121E-14
      2.492482E+03         1.78281E-14
      2.492502E+03        1.816509E-14
      2.492522E+03        1.826899E-14
      2.492543E+03        1.841593E-14
      2.492563E+03        1.826038E-14
      2.492583E+03        1.946521E-14
      2.492604E+03        2.282818E-14
      2.492624E+03        2.708328E-14
      2.492644E+03        2.776576E-14
      2.492664E+03        2.395412E-14
      2.492685E+03        2.146918E-14
      2.492705E+03        1.951242E-14
      2.492725E+03        1.810861E-14
      2.492745E+03        1.890562E-14
      2.492766E+03        1.913283E-14
      2.492786E+03        2.035316E-14
      2.492806E+03        2.336178E-14
      2.492827E+03        2.569756E-14
      2.492847E+03        2.708562E-14
      2.492867E+03        3.062216E-14
      2.492887E+03        3.209199E-14
      2.492908E+03        2.790767E-14
      2.492928E+03        2.666156E-14
      2.492948E+03        2.949517E-14
      2.492969E+03        2.978835E-14
      2.492989E+03        2.759756E-14
      2.493009E+03         2.56863E-14
      2.493029E+03        2.178146E-14
      2.49305E+03        2.000745E-14
      2.49307E+03        2.518072E-14
      2.49309E+03        2.888329E-14
      2.49311E+03        2.676645E-14
      2.493131E+03        2.476951E-14
      2.493151E+03        2.775996E-14
      2.493171E+03        3.102809E-14
      2.493192E+03         2.76534E-14
      2.493212E+03        2.377811E-14
      2.493232E+03        2.397728E-14
      2.493252E+03         2.42987E-14
      2.493273E+03        2.271679E-14
      2.493293E+03        2.064118E-14
      2.493313E+03        1.852627E-14
      2.493334E+03        1.680729E-14
      2.493354E+03         1.80184E-14
      2.493374E+03        1.999901E-14
      2.493394E+03         1.96596E-14
      2.493415E+03        1.892318E-14
      2.493435E+03        1.824196E-14
      2.493455E+03        1.831636E-14
      2.493476E+03        2.029885E-14
      2.493496E+03        2.231697E-14
      2.493516E+03        2.737203E-14
      2.493536E+03        3.073258E-14
      2.493557E+03         2.77525E-14
      2.493577E+03        2.618951E-14
      2.493597E+03        2.709955E-14
      2.493617E+03        2.601821E-14
      2.493638E+03        2.166729E-14
      2.493658E+03        1.841095E-14
      2.493678E+03        1.773584E-14
      2.493699E+03        1.813095E-14
      2.493719E+03        2.051998E-14
      2.493739E+03        2.268119E-14
      2.493759E+03        2.608067E-14
      2.49378E+03        2.814581E-14
      2.4938E+03        2.537531E-14
      2.49382E+03        2.397529E-14
      2.493841E+03        2.804568E-14
      2.493861E+03        3.111418E-14
      2.493881E+03        2.551655E-14
      2.493901E+03        2.116955E-14
      2.493922E+03        2.716205E-14
      2.493942E+03        3.181526E-14
      2.493962E+03        2.960732E-14
      2.493982E+03         2.91883E-14
      2.494003E+03        3.349322E-14
      2.494023E+03        3.588512E-14
      2.494043E+03        3.326711E-14
      2.494064E+03         3.10202E-14
      2.494084E+03        2.808511E-14
      2.494104E+03        2.499147E-14
      2.494124E+03        2.430927E-14
      2.494145E+03        2.359704E-14
      2.494165E+03        2.156457E-14
      2.494185E+03        1.923568E-14
      2.494206E+03        1.623126E-14
      2.494226E+03        1.336843E-14
      2.494246E+03        1.154907E-14
      2.494266E+03        9.941045E-15
      2.494287E+03        8.754529E-15
      2.494307E+03        7.826472E-15
      2.494327E+03        7.651178E-15
      2.494347E+03        8.260032E-15
      2.494368E+03        1.060571E-14
      2.494388E+03        1.225916E-14
      2.494408E+03         1.09521E-14
      2.494429E+03        1.075456E-14
      2.494449E+03        1.923604E-14
      2.494469E+03        2.849209E-14
      2.494489E+03        2.972428E-14
      2.49451E+03        2.751689E-14
      2.49453E+03        2.546803E-14
      2.49455E+03        2.621646E-14
      2.494571E+03        2.902523E-14
      2.494591E+03        3.133766E-14
      2.494611E+03        3.376585E-14
      2.494631E+03        3.559954E-14
      2.494652E+03        3.654469E-14
      2.494672E+03        3.604189E-14
      2.494692E+03        3.394693E-14
      2.494712E+03        3.327782E-14
      2.494733E+03        3.387903E-14
      2.494753E+03        3.505089E-14
      2.494773E+03        3.548918E-14
      2.494794E+03        3.572117E-14
      2.494814E+03        3.596068E-14
      2.494834E+03        3.448081E-14
      2.494854E+03        3.123616E-14
      2.494875E+03        2.926643E-14
      2.494895E+03        2.776874E-14
      2.494915E+03        2.667363E-14
      2.494936E+03        2.813078E-14
      2.494956E+03        2.832717E-14
      2.494976E+03        2.613432E-14
      2.494996E+03        2.385589E-14
      2.495017E+03        1.857833E-14
      2.495037E+03         1.46178E-14
      2.495057E+03         1.61564E-14
      2.495077E+03        1.683531E-14
      2.495098E+03        1.571553E-14
      2.495118E+03        1.513044E-14
      2.495138E+03         1.45401E-14
      2.495159E+03        1.446116E-14
      2.495179E+03        1.851114E-14
      2.495199E+03        2.193479E-14
      2.495219E+03        1.975281E-14
      2.49524E+03        1.753558E-14
      2.49526E+03        1.643934E-14
      2.49528E+03        1.578287E-14
      2.495301E+03        1.626433E-14
      2.495321E+03        1.659132E-14
      2.495341E+03        1.863487E-14
      2.495361E+03        2.153153E-14
      2.495382E+03        2.474207E-14
      2.495402E+03        2.685902E-14
      2.495422E+03          2.8741E-14
      2.495442E+03        3.113314E-14
      2.495463E+03        3.231806E-14
      2.495483E+03         3.25322E-14
      2.495503E+03        3.084388E-14
      2.495524E+03        2.873521E-14
      2.495544E+03        2.646211E-14
      2.495564E+03        2.605997E-14
      2.495584E+03        3.090667E-14
      2.495605E+03         3.47242E-14
      2.495625E+03        3.257597E-14
      2.495645E+03        3.178017E-14
      2.495666E+03        3.539161E-14
      2.495686E+03        3.713968E-14
      2.495706E+03        3.488036E-14
      2.495726E+03        3.283801E-14
      2.495747E+03        3.073002E-14
      2.495767E+03        2.846217E-14
      2.495787E+03         2.85223E-14
      2.495807E+03        2.915182E-14
      2.495828E+03         2.69069E-14
      2.495848E+03        2.469016E-14
      2.495868E+03        2.672997E-14
      2.495889E+03        2.985101E-14
      2.495909E+03        3.433956E-14
      2.495929E+03        3.828024E-14
      2.495949E+03        4.027493E-14
      2.49597E+03        4.068839E-14
      2.49599E+03        3.856229E-14
      2.49601E+03        3.770911E-14
      2.496031E+03        3.976793E-14
      2.496051E+03         4.18041E-14
      2.496071E+03        4.127344E-14
      2.496091E+03        3.978108E-14
      2.496112E+03         3.83356E-14
      2.496132E+03        3.905946E-14
      2.496152E+03         4.27096E-14
      2.496172E+03        4.444218E-14
      2.496193E+03        4.429734E-14
      2.496213E+03        4.515651E-14
      2.496233E+03        4.228046E-14
      2.496254E+03          3.7854E-14
      2.496274E+03        3.730925E-14
      2.496294E+03        3.694022E-14
      2.496314E+03        3.249045E-14
      2.496335E+03        2.973143E-14
      2.496355E+03        3.307556E-14
      2.496375E+03        3.464581E-14
      2.496396E+03        3.358294E-14
      2.496416E+03         3.52831E-14
      2.496436E+03        3.890198E-14
      2.496456E+03        3.946033E-14
      2.496477E+03         3.59175E-14
      2.496497E+03        3.343915E-14
      2.496517E+03        3.483245E-14
      2.496537E+03        3.641926E-14
      2.496558E+03        3.558993E-14
      2.496578E+03        3.406439E-14
